,Titles,urls,Ratings,Ratings_counts,Prices,Discount_prct,Qty_sold_last_month_,Series,Colour,Form Factor,Standing screen display size,Screen Resolution,Resolution,Batteries,Item model number,Processor Brand,Processor Type,Processor Speed,Processor Count,Memory Technology,Computer Memory Type,Maximum Memory Supported,Hard Drive Size,Hard Disk Description,Speaker Description,Graphics Coprocessor,Graphics Chipset Brand,Graphics Card Description,Graphics RAM Type,Graphics Card Interface,Connectivity Type,Wireless Type,Number of HDMI Ports,Optical Drive Type,Operating System,Are Batteries Included,Lithium Battery Energy Content,Number of Lithium Ion Cells,Included Components,Item Weight,Prices_Category,Processor Speed_Base
15,Lenovo|IdeaPad Slim 3|15IRH10|Core i5 Family||512 GB|SSD,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNTA3NDE2OTc1OTAwOTgzOjE3NjgwODIwNTA6c3BfYnRmOjMwMDcwMzk5NDY1NDUzMjo6MDo6&url=%2FLenovo-Ideapad-I5-13420H-Keyboard-83K100C6IN%2Fdp%2FB0FBGS6ZW8%2Fref%3Dsr_1_21_sspa%3Fcrid%3D3GZCZ3LUIW710%26dib%3DeyJ2IjoiMSJ9.w_frBbwHmYyVG7A2pLpPy1FBo5L0lz2kfBACozkuTBHo8KubMllsBOwBZyWaYb2DvcnauK0pRLmyniIZxkawBLT_snJ0CQLgpoBzHOwi1svQwwEktHj0okI-FQw5rCy_k6zYFJSXqd5QMTbFvPW0C1QnkI9rrOsjY4dzUJMdo9iGaLz1X9URp-x_Yu_OXYTfxjRoHZCVJj3z9xSR75TpoNAVj-3IXIpX2QYBK1EN0p8._0t2HdEDUYZ9uNBd7b0hZxSbxaZ8izII8GEdpw_mijw%26dib_tag%3Dse%26keywords%3Dlenovo%2Blaptops%26qid%3D1768082050%26refinements%3Dp_123%253A391242%26rnid%3D91049095031%26sprefix%3Dlenovo%2Blaptops%252Caps%252C392%26sr%3D8-21-spons%26xpid%3DIzsIf9sZEUUR3%26aref%3Djl65K2qPh1%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&aref=jl65K2qPh1&sp_cr=ZAZ,4.6,9,59390,28,0,IdeaPad Slim 3,Grey,Thin & Light,,1920 x 1200 pixels,1920 x 1200,1 D batteries required. (included),15IRH10,Intel,Core i5 Family,3.4,8.0,DDR5,DDR5 RAM,24 GB,512 GB,SSD,"User-facing stereo speakers, 2W x2, optimized with Dolby Audio",Intel UHD Graphics,Intel,Integrated,Shared,Integrated,Wi-Fi,802.11ax,1.0,No Optical Drive,Windows 11 Home,Yes,50 Watt Hours,4.0,Laptop,1 kg 590 g,Medium,3.4
16,Lenovo|IdeaPad Slim 3|15IAH8|Core i5||512 GB|SSD15.6 Inches,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNTA3NDE2OTc1OTAwOTgzOjE3NjgwODIwNTA6c3BfYnRmOjMwMDY0MzgwODkzOTkzMjo6MDo6&url=%2FLenovo-IdeaPad-i5-12450H-Anti-glare-83ER00MDIN%2Fdp%2FB0FH71SN5N%2Fref%3Dsr_1_22_sspa%3Fcrid%3D3GZCZ3LUIW710%26dib%3DeyJ2IjoiMSJ9.w_frBbwHmYyVG7A2pLpPy1FBo5L0lz2kfBACozkuTBHo8KubMllsBOwBZyWaYb2DvcnauK0pRLmyniIZxkawBLT_snJ0CQLgpoBzHOwi1svQwwEktHj0okI-FQw5rCy_k6zYFJSXqd5QMTbFvPW0C1QnkI9rrOsjY4dzUJMdo9iGaLz1X9URp-x_Yu_OXYTfxjRoHZCVJj3z9xSR75TpoNAVj-3IXIpX2QYBK1EN0p8._0t2HdEDUYZ9uNBd7b0hZxSbxaZ8izII8GEdpw_mijw%26dib_tag%3Dse%26keywords%3Dlenovo%2Blaptops%26qid%3D1768082050%26refinements%3Dp_123%253A391242%26rnid%3D91049095031%26sprefix%3Dlenovo%2Blaptops%252Caps%252C392%26sr%3D8-22-spons%26xpid%3DIzsIf9sZEUUR3%26aref%3DSO3UiQd1fK%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&aref=SO3UiQd1fK&sp_cr=ZAZ,4.2,82,50333,29,100,IdeaPad Slim 3,Arctic Grey,Thin & Light,15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,1 D batteries required. (included),15IAH8,Intel,Core i5,2,8.0,DDR5,DDR5 RAM,16 GB,512 GB,SSD,"Stereo speakers, 1.5W x2, Dolby Audio",Intel UHD Graphics,Intel,Integrated,DDR4 SDRAM,Integrated,"Bluetooth, Wi-Fi",Bluetooth,1.0,No Optical Drive,"Windows 11 Home 64, English",Yes,47 Watt Hours,3.0,"Laptop, Power Adapter, User Manual",1 kg 620 g,Medium,2.0
17,Lenovo|IdeaPad|15IAH8|Core i5 Family||512 GB|SSD39.6 Centimetres,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNTk1NDU5ODU2NzkzNDQxOjE3NjgwODIxMDM6c3BfYXRmX25leHQ6MzAwNDcyNTQwNTk3NTMyOjowOjo&url=%2FLenovo-IdeaPad-i5-12450H-Windows-83ER00KPIN%2Fdp%2FB0DR96PF63%2Fref%3Dsr_1_17_sspa%3Fcrid%3D3GZCZ3LUIW710%26dib%3DeyJ2IjoiMSJ9.tMCdPR1xdzpwUxEqDgrI3Ef3DgXsG3rQqKuKdvJ9sBctgAYaosvmzwY2fjP2JtIJhnuBaOYVUDaRc69YC94-IyUKLHNJbH4N_IElJG3m0vTjXq1vCQZCDd_NLT_MHS_kMx5sX59_hyhHroza_DZ0yIg77rRdFYwF7M-z0IXy-jKS5L-sxYfgqHzp4vOSuC4hIfCshuAnVMIspXNrRKNlpwSvKsLOov-bL4O29du22x8.bLYm-r99CpS1-OcVXwrVPKQRDU3BsJKF-T2ID2m9OD0%26dib_tag%3Dse%26keywords%3Dlenovo%2Blaptops%26qid%3D1768082103%26refinements%3Dp_123%253A391242%26rnid%3D91049095031%26sprefix%3Dlenovo%2Blaptops%252Caps%252C392%26sr%3D8-17-spons%26xpid%3DIzsIf9sZEUUR3%26aref%3DiejkyDeOsy%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&aref=iejkyDeOsy&sp_cr=ZAZ,3.9,320,50850,30,100,IdeaPad,"i5-12th Gen | 15.6""",Ultra-Portable,39.6 Centimetres,1920 x 1080 pixels,1920 x 1080,1 D batteries required. (included),15IAH8,Intel,Core i5 Family,2,5.0,Lpddr 5,DDR5 RAM,16 GB,512 GB,SSD,"Stereo speakers, 1.5W x2, Dolby Audio",Intel UHD Graphics,Intel,Integrated,Shared,Integrated,Wi-Fi,"802.11ax, Bluetooth",1.0,No Optical Drive,Windows 11,Yes,47 Watt Hours,4.0,Laptop,1 kg 370 g,Medium,2.0
18,Lenovo|IdeaPad Slim 3|15IAH8|Core i5||512 GB|SSD15.6 Inches,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNTk1NDU5ODU2NzkzNDQxOjE3NjgwODIxMDM6c3BfYXRmX25leHQ6MzAwNjQzODA4OTM5OTMyOjowOjo&url=%2FLenovo-IdeaPad-i5-12450H-Anti-glare-83ER00MDIN%2Fdp%2FB0FH71SN5N%2Fref%3Dsr_1_18_sspa%3Fcrid%3D3GZCZ3LUIW710%26dib%3DeyJ2IjoiMSJ9.tMCdPR1xdzpwUxEqDgrI3Ef3DgXsG3rQqKuKdvJ9sBctgAYaosvmzwY2fjP2JtIJhnuBaOYVUDaRc69YC94-IyUKLHNJbH4N_IElJG3m0vTjXq1vCQZCDd_NLT_MHS_kMx5sX59_hyhHroza_DZ0yIg77rRdFYwF7M-z0IXy-jKS5L-sxYfgqHzp4vOSuC4hIfCshuAnVMIspXNrRKNlpwSvKsLOov-bL4O29du22x8.bLYm-r99CpS1-OcVXwrVPKQRDU3BsJKF-T2ID2m9OD0%26dib_tag%3Dse%26keywords%3Dlenovo%2Blaptops%26qid%3D1768082103%26refinements%3Dp_123%253A391242%26rnid%3D91049095031%26sprefix%3Dlenovo%2Blaptops%252Caps%252C392%26sr%3D8-18-spons%26xpid%3DIzsIf9sZEUUR3%26aref%3DSO3UiQd1fK%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&aref=SO3UiQd1fK&sp_cr=ZAZ,4.2,82,50333,29,100,IdeaPad Slim 3,Arctic Grey,Thin & Light,15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,1 D batteries required. (included),15IAH8,Intel,Core i5,2,8.0,DDR5,DDR5 RAM,16 GB,512 GB,SSD,"Stereo speakers, 1.5W x2, Dolby Audio",Intel UHD Graphics,Intel,Integrated,DDR4 SDRAM,Integrated,"Bluetooth, Wi-Fi",Bluetooth,1.0,No Optical Drive,"Windows 11 Home 64, English",Yes,47 Watt Hours,3.0,"Laptop, Power Adapter, User Manual",1 kg 620 g,Medium,2.0
19,Lenovo|IdeaPad|15IAH8|Core i5 Family||512 GB|SSD39.6 Centimetres,https://www.amazon.in/Lenovo-IdeaPad-i5-12450H-Windows-83ER00KPIN/dp/B0DR96PF63/ref=sr_1_19?crid=3GZCZ3LUIW710&dib=eyJ2IjoiMSJ9.tMCdPR1xdzpwUxEqDgrI3Ef3DgXsG3rQqKuKdvJ9sBctgAYaosvmzwY2fjP2JtIJhnuBaOYVUDaRc69YC94-IyUKLHNJbH4N_IElJG3m0vTjXq1vCQZCDd_NLT_MHS_kMx5sX59_hyhHroza_DZ0yIg77rRdFYwF7M-z0IXy-jKS5L-sxYfgqHzp4vOSuC4hIfCshuAnVMIspXNrRKNlpwSvKsLOov-bL4O29du22x8.bLYm-r99CpS1-OcVXwrVPKQRDU3BsJKF-T2ID2m9OD0&dib_tag=se&keywords=lenovo+laptops&qid=1768082103&refinements=p_123%3A391242&rnid=91049095031&sprefix=lenovo+laptops%2Caps%2C392&sr=8-19&xpid=IzsIf9sZEUUR3,3.9,320,50850,30,100,IdeaPad,"i5-12th Gen | 15.6""",Ultra-Portable,39.6 Centimetres,1920 x 1080 pixels,1920 x 1080,1 D batteries required. (included),15IAH8,Intel,Core i5 Family,2,5.0,Lpddr 5,DDR5 RAM,16 GB,512 GB,SSD,"Stereo speakers, 1.5W x2, Dolby Audio",Intel UHD Graphics,Intel,Integrated,Shared,Integrated,Wi-Fi,"802.11ax, Bluetooth",1.0,No Optical Drive,Windows 11,Yes,47 Watt Hours,4.0,Laptop,1 kg 370 g,Medium,2.0
20,Lenovo|LOQ|15IRX9|Core i5|16|512 GB|SSD15.6 Inches,https://www.amazon.in/Lenovo-i5-13450HX-300Nits-Graphics-83DV007GIN/dp/B0D49W5KZP/ref=sr_1_20?crid=3GZCZ3LUIW710&dib=eyJ2IjoiMSJ9.tMCdPR1xdzpwUxEqDgrI3Ef3DgXsG3rQqKuKdvJ9sBctgAYaosvmzwY2fjP2JtIJhnuBaOYVUDaRc69YC94-IyUKLHNJbH4N_IElJG3m0vTjXq1vCQZCDd_NLT_MHS_kMx5sX59_hyhHroza_DZ0yIg77rRdFYwF7M-z0IXy-jKS5L-sxYfgqHzp4vOSuC4hIfCshuAnVMIspXNrRKNlpwSvKsLOov-bL4O29du22x8.bLYm-r99CpS1-OcVXwrVPKQRDU3BsJKF-T2ID2m9OD0&dib_tag=se&keywords=lenovo+laptops&qid=1768082103&refinements=p_123%3A391242&rnid=91049095031&sprefix=lenovo+laptops%2Caps%2C392&sr=8-20&xpid=IzsIf9sZEUUR3,4.1,204,86990,24,100,LOQ,Luna Grey,Standard Laptop,15.6 Inches,Full HD,1920 x 1080,1 Lithium Polymer batteries required. (included),15IRX9,Intel,Core i5,2.4,10.0,DDR5,DDR5 RAM,32 GB,512 GB,SSD,2 x 2W speakers with Nahimic Audio & Sound Tracker,NVIDIA RTX 4050,NVIDIA,Dedicated,GDDR6,PCI Express,Wi-Fi,802.11ax,1.0,Not Available,Windows 11,Yes,60 Watt Hours,4.0,Laptop,3 kg 540 g,High,2.4
21,Lenovo|V14 G4|82YTA028IN|AMD Ryzen 5 7520U||512 GB|SSD14 Inches,https://www.amazon.in/Lenovo-Windows-Ms-Office-Graphics-Warranty/dp/B0G534BP4P/ref=sr_1_21?crid=3GZCZ3LUIW710&dib=eyJ2IjoiMSJ9.tMCdPR1xdzpwUxEqDgrI3Ef3DgXsG3rQqKuKdvJ9sBctgAYaosvmzwY2fjP2JtIJhnuBaOYVUDaRc69YC94-IyUKLHNJbH4N_IElJG3m0vTjXq1vCQZCDd_NLT_MHS_kMx5sX59_hyhHroza_DZ0yIg77rRdFYwF7M-z0IXy-jKS5L-sxYfgqHzp4vOSuC4hIfCshuAnVMIspXNrRKNlpwSvKsLOov-bL4O29du22x8.bLYm-r99CpS1-OcVXwrVPKQRDU3BsJKF-T2ID2m9OD0&dib_tag=se&keywords=lenovo+laptops&qid=1768082103&refinements=p_123%3A391242&rnid=91049095031&sprefix=lenovo+laptops%2Caps%2C392&sr=8-21&xpid=IzsIf9sZEUUR3,2.0,2,40999,28,0,V14 G4,Silver,Ultra-Portable,14 Inches,,1920 x 1080 Pixels,,82YTA028IN,AMD,AMD Ryzen 5 7520U,1.7,1.0,DDR4,DDR5 RAM,16 GB,512 GB,SSD,Dolby Audio,AMD Radeon R5,Intel,Integrated,DDR4 SDRAM,Integrated,,,,BD-ROM,Windows 11 Home,,,,ADAPTOR,1 kg 300 g,Medium,1.7
22,Lenovo|IdeaPad Slim 3|15IRH10|Core i5||512 GB|,https://www.amazon.in/Lenovo-IdeaPad-i5-13420H-Backlit-83K100CGIN/dp/B0F637DPFW/ref=sr_1_22?crid=3GZCZ3LUIW710&dib=eyJ2IjoiMSJ9.tMCdPR1xdzpwUxEqDgrI3Ef3DgXsG3rQqKuKdvJ9sBctgAYaosvmzwY2fjP2JtIJhnuBaOYVUDaRc69YC94-IyUKLHNJbH4N_IElJG3m0vTjXq1vCQZCDd_NLT_MHS_kMx5sX59_hyhHroza_DZ0yIg77rRdFYwF7M-z0IXy-jKS5L-sxYfgqHzp4vOSuC4hIfCshuAnVMIspXNrRKNlpwSvKsLOov-bL4O29du22x8.bLYm-r99CpS1-OcVXwrVPKQRDU3BsJKF-T2ID2m9OD0&dib_tag=se&keywords=lenovo+laptops&qid=1768082103&refinements=p_123%3A391242&rnid=91049095031&sprefix=lenovo+laptops%2Caps%2C392&sr=8-22&xpid=IzsIf9sZEUUR3,4.1,410,58951,21,0,IdeaPad Slim 3,Grey,Thin & Light,,1920 x 1200 pixels,1920 x 1200,1 D batteries required. (included),15IRH10,Intel,Core i5,2.1,8.0,DDR5,DDR5 RAM,24 GB,512 GB,,"User-facing stereo speakers, 2W x2, optimized with Dolby Audio",Intel UHD Graphics,Intel,Integrated,Shared,Integrated,Wi-Fi,802.11ax,1.0,No Optical Drive,Windows 11 Home,Yes,50 Watt Hours,4.0,Laptop,1 kg 590 g,Medium,2.1
23,Lenovo|IdeaPad Slim 3|15IRH10|||512 GB|,https://www.amazon.in/Lenovo-Smartchoice-I7-13620H-Keyboard-83K100CJIN/dp/B0F2162VGQ/ref=sr_1_23?crid=3GZCZ3LUIW710&dib=eyJ2IjoiMSJ9.tMCdPR1xdzpwUxEqDgrI3Ef3DgXsG3rQqKuKdvJ9sBctgAYaosvmzwY2fjP2JtIJhnuBaOYVUDaRc69YC94-IyUKLHNJbH4N_IElJG3m0vTjXq1vCQZCDd_NLT_MHS_kMx5sX59_hyhHroza_DZ0yIg77rRdFYwF7M-z0IXy-jKS5L-sxYfgqHzp4vOSuC4hIfCshuAnVMIspXNrRKNlpwSvKsLOov-bL4O29du22x8.bLYm-r99CpS1-OcVXwrVPKQRDU3BsJKF-T2ID2m9OD0&dib_tag=se&keywords=lenovo+laptops&qid=1768082103&refinements=p_123%3A391242&rnid=91049095031&sprefix=lenovo+laptops%2Caps%2C392&sr=8-23&xpid=IzsIf9sZEUUR3,4.1,410,70390,21,100,IdeaPad Slim 3,Luna Grey,Thin & Light,,1920 x 1200 pixels,,1 D batteries required. (included),15IRH10,Intel,,2.4,10.0,DDR5,DDR5 RAM,24 GB,512 GB,,"User-facing stereo speakers, 2W x2, optimized with Dolby Audio",Intel UHD Graphics,Intel,Integrated,Shared,Integrated,Wi-Fi,802.11ax,1.0,No Optical Drive,Windows 11 Home,Yes,50 Watt Hours,4.0,Laptop,1 kg 590 g,High,2.4
24,Lenovo|Lenovo V15 G4|83CR000XIN|Ryzen 7|16|512 GB|SSD15.6 Inches,https://www.amazon.in/Lenovo-Ryzen-39-62cm-Antiglare-Laptop/dp/B0D39BVJ7Y/ref=sr_1_24?crid=3GZCZ3LUIW710&dib=eyJ2IjoiMSJ9.tMCdPR1xdzpwUxEqDgrI3Ef3DgXsG3rQqKuKdvJ9sBctgAYaosvmzwY2fjP2JtIJhnuBaOYVUDaRc69YC94-IyUKLHNJbH4N_IElJG3m0vTjXq1vCQZCDd_NLT_MHS_kMx5sX59_hyhHroza_DZ0yIg77rRdFYwF7M-z0IXy-jKS5L-sxYfgqHzp4vOSuC4hIfCshuAnVMIspXNrRKNlpwSvKsLOov-bL4O29du22x8.bLYm-r99CpS1-OcVXwrVPKQRDU3BsJKF-T2ID2m9OD0&dib_tag=se&keywords=lenovo+laptops&qid=1768082103&refinements=p_123%3A391242&rnid=91049095031&sprefix=lenovo+laptops%2Caps%2C392&sr=8-24&xpid=IzsIf9sZEUUR3,4.1,237,47999,18,50,Lenovo V15 G4,Light Grey,Laptop,15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels Per Inch,1 Lithium Polymer batteries required. (included),83CR000XIN,AMD,Ryzen 7,2,1.0,DDR4,DDR SDRAM,16 GB,512 GB,SSD,DOLBY DIGITAl 2.0,AMD Radeon Graphics,AMD,Integrated,Shared,Integrated,"Bluetooth, Wi-Fi",802.11ax,1.0,No Optical Drive,Windows 11,Yes,38 Watt Hours,2.0,"Laptop, User manual, Adapter",1 kg 600 g,Medium,2.0
25,Lenovo|Lenovo V15 G4|V15|Ryzen 7||512 GB|SSD15.6 Inches,https://www.amazon.in/Lenovo-V15-Antiglare-Lifetime-83CRA01SIN/dp/B0DDY1HWZL/ref=sr_1_25?crid=3GZCZ3LUIW710&dib=eyJ2IjoiMSJ9.tMCdPR1xdzpwUxEqDgrI3Ef3DgXsG3rQqKuKdvJ9sBctgAYaosvmzwY2fjP2JtIJhnuBaOYVUDaRc69YC94-IyUKLHNJbH4N_IElJG3m0vTjXq1vCQZCDd_NLT_MHS_kMx5sX59_hyhHroza_DZ0yIg77rRdFYwF7M-z0IXy-jKS5L-sxYfgqHzp4vOSuC4hIfCshuAnVMIspXNrRKNlpwSvKsLOov-bL4O29du22x8.bLYm-r99CpS1-OcVXwrVPKQRDU3BsJKF-T2ID2m9OD0&dib_tag=se&keywords=lenovo+laptops&qid=1768082103&refinements=p_123%3A391242&rnid=91049095031&sprefix=lenovo+laptops%2Caps%2C392&sr=8-25&xpid=IzsIf9sZEUUR3,4.1,149,49999,38,50,Lenovo V15 G4,Iron Grey,Ultra-Portable,15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,1 Lithium Polymer batteries required. (included),V15,AMD,Ryzen 7,2,10.0,DDR4,DDR SDRAM,16 GB,512 GB,SSD,Dolby Digital 2.0,AMD Radeon graphics,AMD,Integrated,Shared,Integrated,"Bluetooth, Wi-Fi",5.8 GHz Radio Frequency,1.0,No Optical Drive,Windows 11,Yes,38 Watt Hours,2.0,"Laptop, Power Adapter, User Guide",1 kg 650 g,Medium,2.0
26,Lenovo|IdeaPad Slim 3|15IAH8|Core i5||512 GB|SSD15.6 Inches,https://www.amazon.in/Lenovo-IdeaPad-i5-12450H-Anti-glare-83ER00MDIN/dp/B0FH71SN5N/ref=sr_1_26?crid=3GZCZ3LUIW710&dib=eyJ2IjoiMSJ9.tMCdPR1xdzpwUxEqDgrI3Ef3DgXsG3rQqKuKdvJ9sBctgAYaosvmzwY2fjP2JtIJhnuBaOYVUDaRc69YC94-IyUKLHNJbH4N_IElJG3m0vTjXq1vCQZCDd_NLT_MHS_kMx5sX59_hyhHroza_DZ0yIg77rRdFYwF7M-z0IXy-jKS5L-sxYfgqHzp4vOSuC4hIfCshuAnVMIspXNrRKNlpwSvKsLOov-bL4O29du22x8.bLYm-r99CpS1-OcVXwrVPKQRDU3BsJKF-T2ID2m9OD0&dib_tag=se&keywords=lenovo+laptops&qid=1768082103&refinements=p_123%3A391242&rnid=91049095031&sprefix=lenovo+laptops%2Caps%2C392&sr=8-26&xpid=IzsIf9sZEUUR3,4.2,82,50333,29,100,IdeaPad Slim 3,Arctic Grey,Thin & Light,15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,1 D batteries required. (included),15IAH8,Intel,Core i5,2,8.0,DDR5,DDR5 RAM,16 GB,512 GB,SSD,"Stereo speakers, 1.5W x2, Dolby Audio",Intel UHD Graphics,Intel,Integrated,DDR4 SDRAM,Integrated,"Bluetooth, Wi-Fi",Bluetooth,1.0,No Optical Drive,"Windows 11 Home 64, English",Yes,47 Watt Hours,3.0,"Laptop, Power Adapter, User Manual",1 kg 620 g,Medium,2.0
27,Lenovo|IdeaPad Slim 3|15IRH10|Core i5 Family||512 GB|SSD,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNTk1NDU5ODU2NzkzNDQxOjE3NjgwODIxMDM6c3BfbXRmOjMwMDcwMzk5NDY1NDUzMjo6MDo6&url=%2FLenovo-Ideapad-I5-13420H-Keyboard-83K100C6IN%2Fdp%2FB0FBGS6ZW8%2Fref%3Dsr_1_27_sspa%3Fcrid%3D3GZCZ3LUIW710%26dib%3DeyJ2IjoiMSJ9.tMCdPR1xdzpwUxEqDgrI3Ef3DgXsG3rQqKuKdvJ9sBctgAYaosvmzwY2fjP2JtIJhnuBaOYVUDaRc69YC94-IyUKLHNJbH4N_IElJG3m0vTjXq1vCQZCDd_NLT_MHS_kMx5sX59_hyhHroza_DZ0yIg77rRdFYwF7M-z0IXy-jKS5L-sxYfgqHzp4vOSuC4hIfCshuAnVMIspXNrRKNlpwSvKsLOov-bL4O29du22x8.bLYm-r99CpS1-OcVXwrVPKQRDU3BsJKF-T2ID2m9OD0%26dib_tag%3Dse%26keywords%3Dlenovo%2Blaptops%26qid%3D1768082103%26refinements%3Dp_123%253A391242%26rnid%3D91049095031%26sprefix%3Dlenovo%2Blaptops%252Caps%252C392%26sr%3D8-27-spons%26xpid%3DIzsIf9sZEUUR3%26aref%3Djl65K2qPh1%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=jl65K2qPh1&sp_cr=ZAZ,4.6,9,59390,28,0,IdeaPad Slim 3,Grey,Thin & Light,,1920 x 1200 pixels,1920 x 1200,1 D batteries required. (included),15IRH10,Intel,Core i5 Family,3.4,8.0,DDR5,DDR5 RAM,24 GB,512 GB,SSD,"User-facing stereo speakers, 2W x2, optimized with Dolby Audio",Intel UHD Graphics,Intel,Integrated,Shared,Integrated,Wi-Fi,802.11ax,1.0,No Optical Drive,Windows 11 Home,Yes,50 Watt Hours,4.0,Laptop,1 kg 590 g,Medium,3.4
28,Lenovo|IdeaPad Slim 3|15IRH10|Core i5||1 TB|SSD39.6 Centimetres,https://www.amazon.in/Lenovo-IdeaPad-i5-13420H-Keyboard-83K100PLIN/dp/B0FCY7BTCX/ref=sr_1_29?crid=3GZCZ3LUIW710&dib=eyJ2IjoiMSJ9.tMCdPR1xdzpwUxEqDgrI3Ef3DgXsG3rQqKuKdvJ9sBctgAYaosvmzwY2fjP2JtIJhnuBaOYVUDaRc69YC94-IyUKLHNJbH4N_IElJG3m0vTjXq1vCQZCDd_NLT_MHS_kMx5sX59_hyhHroza_DZ0yIg77rRdFYwF7M-z0IXy-jKS5L-sxYfgqHzp4vOSuC4hIfCshuAnVMIspXNrRKNlpwSvKsLOov-bL4O29du22x8.bLYm-r99CpS1-OcVXwrVPKQRDU3BsJKF-T2ID2m9OD0&dib_tag=se&keywords=lenovo+laptops&qid=1768082103&refinements=p_123%3A391242&rnid=91049095031&sprefix=lenovo+laptops%2Caps%2C392&sr=8-29&xpid=IzsIf9sZEUUR3,4.4,64,65990,25,100,IdeaPad Slim 3,Grey,Thin & Light,39.6 Centimetres,1920 x 1200 pixels,1920 x 1200,1 D batteries required. (included),15IRH10,Intel,Core i5,4.6,8.0,DDR5,DDR5 RAM,24 GB,1 TB,SSD,"User-facing stereo speakers, 2W x2, optimized with Dolby Audio",Intel UHD Graphics,Intel,Integrated,Shared,Integrated,Wi-Fi,802.11ax,1.0,No Optical Drive,Windows 11 Home,Yes,50 Watt Hours,4.0,Laptop,1 kg 590 g,High,4.6
29,Lenovo|LOQ|15ARP9|Ryzen 5||512 GB|SSD15.6 Inches,https://www.amazon.in/Lenovo-7235HS-NVIDIA-Windows-83JC00HNIN/dp/B0F832WDMW/ref=sr_1_30?crid=3GZCZ3LUIW710&dib=eyJ2IjoiMSJ9.tMCdPR1xdzpwUxEqDgrI3Ef3DgXsG3rQqKuKdvJ9sBctgAYaosvmzwY2fjP2JtIJhnuBaOYVUDaRc69YC94-IyUKLHNJbH4N_IElJG3m0vTjXq1vCQZCDd_NLT_MHS_kMx5sX59_hyhHroza_DZ0yIg77rRdFYwF7M-z0IXy-jKS5L-sxYfgqHzp4vOSuC4hIfCshuAnVMIspXNrRKNlpwSvKsLOov-bL4O29du22x8.bLYm-r99CpS1-OcVXwrVPKQRDU3BsJKF-T2ID2m9OD0&dib_tag=se&keywords=lenovo+laptops&qid=1768082103&refinements=p_123%3A391242&rnid=91049095031&sprefix=lenovo+laptops%2Caps%2C392&sr=8-30&xpid=IzsIf9sZEUUR3,4.2,109,62990,25,50,LOQ,R5 | 12GB | RTX 3050A,Gaming Laptop,15.6 Inches,1920 x 1080 pixels,1920 x 1080,1 D batteries required. (included),15ARP9,AMD,Ryzen 5,"3.20, 4.2",4.0,DDR5,DDR5 RAM,32 GB,512 GB,SSD,"Stereo speakers, 2W x2, optimized with Nahimic Audio",RTX 3050A,NVIDIA,Dedicated,Shared,PCI Express,Bluetooth,802.11ax,1.0,Not Available,Windows 11 Home,Yes,60 Watt Hours,4.0,Laptop,2 kg 380 g,High,3.2
30,Lenovo|Lenovo V15 Gen 4|V15|Ryzen 3||512 GB|SSD15.6 Inches,https://www.amazon.in/Lenovo-V15-Ryzen-7320U-Quad/dp/B0DHFSN5M7/ref=sr_1_31?crid=3GZCZ3LUIW710&dib=eyJ2IjoiMSJ9.tMCdPR1xdzpwUxEqDgrI3Ef3DgXsG3rQqKuKdvJ9sBctgAYaosvmzwY2fjP2JtIJhnuBaOYVUDaRc69YC94-IyUKLHNJbH4N_IElJG3m0vTjXq1vCQZCDd_NLT_MHS_kMx5sX59_hyhHroza_DZ0yIg77rRdFYwF7M-z0IXy-jKS5L-sxYfgqHzp4vOSuC4hIfCshuAnVMIspXNrRKNlpwSvKsLOov-bL4O29du22x8.bLYm-r99CpS1-OcVXwrVPKQRDU3BsJKF-T2ID2m9OD0&dib_tag=se&keywords=lenovo+laptops&qid=1768082103&refinements=p_123%3A391242&rnid=91049095031&sprefix=lenovo+laptops%2Caps%2C392&sr=8-31&xpid=IzsIf9sZEUUR3,3.8,65,33600,38,0,Lenovo V15 Gen 4,"Grey, Black",Ultra-Portable,15.6 Inches,1920 x 1080 pixels,,1 12V batteries required. (included),V15,AMD,Ryzen 3,1.3,4.0,Lpddr 5,DDR5 RAM,16 GB,512 GB,SSD,"Stereo speakers, 1.5W x2, Dolby Audio",AMD Radeon Graphics,AMD,Dedicated,Shared,Integrated,Wi-Fi,802.11ax,1.0,,Windows 11,Yes,65 Watt Hours,2.0,Speakers,2 kg,Low,1.3
